translated_content,sentiment
"This i5-kf replaces my 11th gene i7-kf. sure, one reads that and first thought is, he's getting downgrading. Well, hang on, grassshopper!! this pop put the 11th gene I7 to shame even when it was slightly overclocked. Very brave cause it's a slower speed but when it's time to rock & roll, it flies. boot time, and app loading is probably quick. when stress/load tested using the Intel tool, it gets very hot. With this processor, over 89c did not cause stumbling, so much must be with this time when not testing.",positive
"At this price point the i5-13600kf is unmatched. I’ve built digital budget pcs and the numbers I’m getting from this CPU are on par with some of my higher end buildings. The card can run hot, but as long as you have a decent CPU cooler you’ll be gold.",positive
"I can use the 100% power of my rtx4080 without problems, I didn't have problems, blue screens or anything with this processor, 50% use as the maximum in games is what I've seen, for editing I don't see any need to go for anything but, tested with Unreal Engine 5, Blender, Adobe Animate, a bit of IA together with RTX.",neutral
"This cpu is a low priced beast. Stunning performance, I mean cmon such a great value for such a great chip. This cpu has more than enough power for anything. 100/10 would definitely recommend.",positive
I got this to replace a AMD 7600X and IMO this blowes that one out of the water in terms of performance and stability (AMD boards too buggy) And seeing that the new 14th Gen is out the price for the old 13th gene makes this the best deal. don't pay more for the 14600k just to get 2% more speed. Pair this with a good AIO cooler and I get idle time at 90 deg F.,positive
"My Cinebench2024 scores went up, even my GPU(RTX 2070) went up even though its the same card, see below comparison to my old CPU (i5-6500). i5-6600 i5-13600 KF CPU Multicore 164 pts 1342 pts CPU Singlecore 53 pts 121 pts GPU Sys Req 5070 pts 5779 pts MP Ratio 3.30x 11.12x MB = Assus Z790-plus wifi (did not use the wifi though) mem= G.SKILL Ripajwas S5 Series (Intel XMP 3.0) DDR5 RAM 32GB (2x16GB) 5600MT/s CL36-89 1.20V Desktop Memory UDIMM Great value buy for my limited budget, keeps me playing well.",positive
"There's practically nothing to fill about other than the fact it's on a dead socket, so this isn't the most viable for new PC buildings, but if you've already got an LGA 1700 socket motherboard, there's just no better price to performance upgrade than this.",positive
Writing review for a Christmas present for my son. It was what he specified.,neutral
"The 136600k is the way to go if you're still on LGA1700 and are looking for an upgrade. In games, I don't see use pass 30%, and it stays cool while playing at a freezing 62°C. I definitely recommended this cpu if you have an LGA1700 Motherboard.",positive
"For this current generation, the i5 is a great choice for bank for bug. If you compare benchmarks to the i7 and even i9 it really is far behind. With a 4070ti I run my games 2k plus settings and get 80-150fps depending on the game. Highly recommended",positive
CPU has really shown itself to be an amazing upgrade for me and is definitely one thing you can add to any building with a LGA 1700 motherboard. It panches far above its weight for the price and actually brought me back to Intel after years of using AMD products.,positive
I like my PC is to play and work very well,positive
"I bought this processor based on the recommendation that it's the mid/upper-mid range for this generation. I didn't do any in-depth comparisons for cost to speed, etc. As I felt it unnecessary. I'm coming from a 2014 Intel i7, so pretty much everything is going to be an upgrade. Everything is working great. Air-cool AK620, the time under prime95 load can reach 100c, which seems extremely hot, but it looks like that's just the way the cookie corrupts with my setup.",positive
"Good balance of single core and multiple core power. Nice boxes. 6 colors is great for gambling, I wouldn't recommend this unless you also planned on video editing/streaming or some other tasks along with gambling.",positive
This is a great CPU for my RTX 4070 Ti building. Very stable performance and stay cool with peerless air cooler.,positive
"For the moment, after 2 weeks of use, it's a very good cpu, I accompanied it with a rtx 3060 12gb and it works well, no",positive
I got it for 250 in 2023 and it's a great product at that price point. I'm using it with Windows 11 and so far I don't have any problems.,positive
"When you read the compliments, consider how many times you heard the same compliment about a CPU you had no problem with. Better places that Amazon to research the pro's and con's of a CPU.",positive
Everything went smooth with the shipping plus the CPU is a beast,positive
same description best cpu,positive
"Pretty good I had it for 2 months and it's been good,and great for playing with a 4070 graphics card,32 gb frame and 1tb storage",positive
Perfect price range and ran my great PC,positive
"Don't be followed by that I5 name this thing is crashy fast upgraded from a I7 9700k and HOLY the fps wins were crashed up with my 6600XT MSI X TRIO. This thing is stronger than all of 12th genes included the I9 12900k when pared with a decent kit of DDR5 ram I got 6400hz trident Z5 rgb with it and man has been a joy to play on this, everything so cute, highly recommended this chip out of the 13th gene line if we are strictly gambling like I am. Things got it for only $380 CAD never thought I'd see the day where an i5 has 14cores and 20 threads but guess here",positive
"Never passes the 70 degrees still in the most demanding games, use an RX 7900xx and does not disappear, very recommended.",positive
Run as a field,neutral
This is a must upgrade is coming from a 9th gene Intel CPU. The performance compared to a 9600k is worldly!,neutral
Works marvelously with my 3080. Better than the i7 12700kf and beats the price.,positive
"Got one for each kid. Very grateful I bought them over the roses 7600 and 7700. Card is a beast for gambling and smoking the Ryzens in multiple tasking eqsoly.and even gambling, especially when overclocked. Does great on an AK620 zerodark. Nabbed money for lock 230 or 250 on sale. Worth every penny.",positive
"This is a great cpu. I bought this one instead of Intel Core i5-13600K (has integrated graphics) because the computer I built has a dedicated graphics card so I decided to save a small and not get integrated graphics. But today there was a problem with my graphics card and now I can use my PC until I replace the graphics card. I recommended spending just $20 more for a cpu with integrated graphics so if the same problem happens to you, you can still use your PC.",positive
"Purchased a new item, but seems like a used one, the top surface is scratched a bit. And after 2 weeks, it discounted to 299...overall a decent cpu, but wait for the discount",positive
Works Great!,positive
"I've been using Intel for all of my personal systems and discreet Ryzen being a compelling competitor, I keep coming back to Intel. This CPU performances great at gambling as well as moderate Blender and primers for workloads. Times are nice with an AK620 and after undersulting, I lose no performance and CPU runs cooler and more efficiently.",positive
"Pay $330 to black friday. Quality/price report, I can't ask for more.",positive
"For the price, it's just as good as most i9 and i7 processors and comes in a bit earner all. I use my PC for gambling/multitasking and it hasn't given me any issues so far.",positive
Temp is fine on an air cooled PC. The game stacked just fine and price wise it was well worth it for the speed of this small bug,positive
"I chose this processor for my gaming built paired with a RTX 3070 tea, and I couldn't be happier. I was able to save a small bit of money by feeding the on board graphics that comes with the non-KF version of this processor so I'm glad this option was available. Highly recommended. Works smoothly for 1440p gaming and streaming. Also works incredibly well with my audio software (Presonus Studio One) and all the plugins that go along with audio production. If you’re buying a new processor, get 13th gene",positive
"Put this in an SFF PC and it's incredible. Even coming from an i7 10700k this was a noted upgrade. I would say for anyone who is not doing hardcore production work on their PC there is no reason to get anything else. Only 2 less P courses than the i7 and absolutely rips in gambling and office tasks. 14 physical courses and 20 threads. This is the best cpu on the market right now for the price, it even beats the 12th gene i7 and i9 in most jobs but costs less than both. This thing is a no brainer and the CPU most regularly should be matching for.",positive
This cpu hasn't caused me the smartest issue yet in the 2 months Ive had it. Best cpu for players right now,positive
Perfect for none stop 4k gaming. Huge value for the money. Paired with the right gpu it's amazing.,positive
The new benchmark of price to performance.,positive
Great processor for the price.,positive
Solid.,neutral
Fast shipping and zero issues. This chip exceeded my expectations by quiet a lot. On prime95 with water cooling this thing will stay 4.5ghz on water cooling itself at 100c. On games it never comes close to those times and stays in turbo. Put it on an ass z690-e with a h100i cooler.,positive
I have it paired with a 3080 Strix and the GPU is doing all the work. No CPU bottleneck.,neutral
"Just buy it brah, and your PC is going run any game with out any problems.",negative
"5 stars until the flowers up, will change rebkew then lol",positive
And like it is great for my PC build.,positive
"I won a fair 20-30 (closer to 20) FPS on average in game after upgrading to 13th gene. If you've got an NVIDIA 30 series card maybe keep the upgrade, but if you've got a 40 series 12th gene could be leaving some performance on the table.",positive
"Great cpu, had to fill it in msi motherboard because it was going for a tdp of 200+ watt where it's rated for 180. Now it draws max 120 watts and performances at 100% in benchmarks. Hope that will load me a decade-old.",positive
So coming from a 4790k. Now is the time to upgrade. This thing is blasing fast. To note: many motherboards are not on the right bios for this chip. Make sure you download the updated motherboards bios on a CLEAN drum drive and upgrade it prior to installing cpu.,positive
good performance,positive
"Great performance, but can get very hot though.",positive
Upgraded from a rose 3600 and it feels so strong. Put a scythe smoke 2 cooler on it and it never had thermal issues at stock speeds,positive
"Well i'm really satisfied with the product and it's performance. decided to go with this one as an upgrade for my G4400 and the performance was amazing. In terms of gambling I tested it on Most of the AA titles i could get my hands on. GTA V ( Very high, mass x2, nvidia Tsa = on, Vsync = off, Resolution = 58, Avg = 63 Battlefield 1 ( Ultra, Vsync = on ) Max = 58, Avg = 58, Avg of the World at 2 ( Very high, Posting = 720p, Massa, Vync = 100, Vync = 50, Vync = 50.",positive
CPU under 14 k is being paired with gtk 970 oc and gives avg of 60 fps and I got it for 13500 Edit Now it is paired with GTX 1660ti and this combo gives me avg of 90fps,neutral
First time seller sent me the used defective item but after the replacement which Amazon provided without any trouble. They sent me a brand new product. Working good. Good for gambling if pair it with gtk 1050 Or 1660. At least 60 Fps you will get in every title.,positive
I would like to say this product is very well performance.,positive
I was worried to buy this as there were no reviews but I took the risk and it was worth it. The packaging was really good and there was no damage to the box.,positive
Excellent,positive
Very good performance and clock speed. Best integrated graphics Intel HD graphics 630. U don't need to buy any dedicated graphics worth 6000-7000 if you have this processor.,positive
Best budget chip for my 1st gambling rich. Can handle many epic games @47fps and smooth graphics by Intel HD 610. For starters with little kick can buy this chip.,positive
Good,positive
Nice,positive
Processor like this required every,neutral
Good,positive
Highly recommended,positive
Good product,positive
Good,positive
The Best Product to Do,positive
Processor is good but overpriced,positive
Amasing,neutral
"Good Product, fast delivery",positive
Processor working fine.,positive
Good products,positive
Good,positive
Really Good,positive
We Are Performance!!!!,neutral
The have given the used piece,neutral
Good cpu!! But honestly it comes near to roots 1500x!! That said this will give 5-6more fps in games but the cpu use will be quite high while the rizens cpu use will be around 50-60ish...that makes it more future trial... Don't go for this... Go for roses! Or wait for acquirer mobo for smart coffee lake cpus... So kaby lake is dead... Intel discounted the mobile compatibility with their 8th gene line!!,positive
Price is so high please buy i5 9400f check price 12000ruppies,positive
Cost to Much,positive
"What nice until now, but now new 8400 has come out with the same price but only its overpriced now in India. Wait for low price in offline market 8400 is way better than this",positive
Which is the best motherboard for this processor for gambling I need suggestions,positive
I am using this processor this is an awesome processor it always uses 0 to 5% for all general tasks. This is super fast processor.,positive
Hi log I'm having a same processor I have bought it for 13500 in local shop and paid it with gtk 1060 and believe me my PC is a budget gambling beast. And remember one thing never buy a 6400 its waste of money rather than buy this one,negative
If you like to play hard games like gta 5 and assassins believed syndicate and farcry 4 you should buy this best budget cpu...,positive
It's a very nice processor from intelligence best for gambling in strengthley recommend buying it.,positive
If your budget permits...go for 7600k,neutral
All overpriced for a 7th gen cpu,neutral
Good,positive
I'm using the ASUS STRIX H270F GAMMING.,neutral
"I didn't get here to buy an i7 processor, so choose the i5 that was almost half price and meet the standards of the architecture graphics programs. I took 1 month with it mounted on a H110M-S2H plate and it works excellent. I've gone from an intelligentcore2duo to this and the difference is spectacularly rendered. (I've been working with a processor architecture of 45 nanoimizing to 14 nanoimizing seconds) so I recommend it for a computer with good performance.",positive
"I used this CPU to build a starting game computer. It does a great job. It has built-in video, but if you're a serious gamer, you'll probably want to add a dedicated graphics card.",positive
"This processor does not need special presentations, on the Internet there are Benchmarks and user reviews much more experienced, so I will tell you my experience of use. I have collected the PC with this processor for more than a month now and I have never had problems, the storage dispenser (also thanks to the house) does a great job for normal use and even under effort. The graph included is more than enough for daily use and a smooth game with a graphics, of course, not full hd and with which micro legged each time on heavy games. A couple of days ago I played for more than an hour in the motor sport 6 (among the minimum requirements there is a video card dedicated to 2GB, sitting on the inside my computer, sitting on the back of my head and controlling the back of my head.",positive
"Although it has been launched in the first quarter of 2017, 3 years ago, today it is still a great purchase. It is possible to meet the expectations of most users, without greater problems and no obstacles.",positive
"So obviously there's better, but well, it's worth everything that follows either this has no interest (Alim, CG, RAM and all the tintoon) In games, it doesn't give up heat, I haven't been able to exceed the 58 degrees!! I have a Watercooling kit all in 1 with two 120 mm valves it's oversized for this processor ^^ Allows you to use power at least cost.",positive
"I just like it. Buy this processor by thinking about future setting a graphic of the gtx for current games (draid, gta v, watchdogs, etc), but for now I just don't get the money. But while I'm counting this, I have to tell them that I've tried pcsx2 emulsifiers (play station 2) and ppspp (play station portable player) and this processor with its smart graphics 630 run the games for these platforms in a fluid and no tempiconal way (I only had a few downstenance but I don't care about the processor if I don't stop installing a lot of resources, the disinstallation and all of marvels again. For some types of it's funnel it's fungi with its funge, it's",positive
I set up a system just for computers and not for gambling. So the stars in the review is that the processor works and is doing the intended job.,neutral
A great upgrade from my Pentium Dual-Core. Quad core working well.,positive
"I am very pleased with this processor. I used to have an i3,6100 with two cores. This four-core processor is much faster in many applications. In the video processing that I often use, there is a difference in speed. It is also very suitable for games. The Cpu temperature is never more than 50° with me with an album Ben Nevis. I wanted to build a new Ryzen system, but I am now more than satisfied with this processor. I have a new Mainboard and the performance is sufficient for me, as the Cpu for a price of 148 € was very cost-effective.",positive
Any products delivery was fast but never really got to use it cuz I didn't have the motherboard for it got sent the wrong model of CPU,negative
"I buy it to store a computer so I can play and I don't regret it, I have a Radeon RX 470 and play no problem at Full HD (1080p), from optimised games to the most demanding ones without the processor having problems, in part by the power of the GPU and the 16 GB of RAM that I put on it, but I don't see in the medium term the need for an update, at least this processor will take me for a time acceptable, it would be more profitable just to invest in a better graphics when it starts giving me my RX card.",positive
Perfect cpu for my first gaming PC build. Using an nvidia gt 1030 and it runs everything I've tried to play so far. Great buy would recommend.,positive
"Fast processor, with sensory performance for both work and games. Ideal for those who don't want to spend much and still have a bridge machine.",positive
"Object purchased to collect a medium-level gaming PC. In the specific system, it provides: - Intel Core i5-7400 3GHz 6MB - Asrock B250M Pro 4 matX - ZOTAC GeForce GTX 1060 6GB AMP! Edition - Corsair Vengeance LPX 8 GB - Samsung SSD 850 EVO 250 GB The stock dissipator is not the best; made after 1 month of use under stress to feel the use of loss of quality materials. I have chosen a microATX mother card because in the future, in a microATX case, the video card managed to guarantee excellent performances and succeeds, along with my choice of GPX 8x 5x5.",positive
"Be Working on building my first computer for a while now, and was short a CPU was looking at getting and I3 to save a bit of cash but the price on this was too good to pass up. Installing was easy, and my computer ran great!",positive
"And I've installed it to create a conscious passocon. MicroATX Maserboard H110MH PRO D4 is composed by Crucial by Micron W4U2400CM-4G, but I think it's working without problems.",positive
"Perfect processor for small budget, Do not burn very little (see not all), ventrified provided (possibility to have an external, purchase it aside). Very easy to place, to put it in place. It is a very good quality/price report.",positive
"I don't want to say anything about performance that can be seen and agreed online as well. In any case, the CPU was easy to build. It has been doing its work for almost half a year and no problems. Nor do nerve fibers like CPUs sometimes have. The only point is the air that is right, but it can be replaced.",positive
"A processor that deserves the pain in all aspects. The comment is going to be a little long. I apologize before. The processor is included with its common ventilator or cooler of the Intel company, it's really not big, but for an offimatic use it's more than enough. For those who suspect to mount it for a Gaming computer, you don't think so much about it. Buy this processor and you'll save a card and a mother card a bit better. Be aware that in Gaming's performance the graphics does almost all the work. Personally I've been installing a computer since 7 years ago, and it's actually works with all the current games without going through the %50 of its performance and buying it's time. I've tried it for the games to start.",positive
And there's no information about the return.,neutral
"It's just as it comes in the description, wears a normal teacher enough for opimatic and see multimedia, comes the pasta put on the teacher so it's very easy to install it. This teacher is a little weird if you want to mount a silent computer, gaming,... it's better to put another teacher more efficient. The processor goes very well for now very happy with it.",positive
"I'm sorry I'm not an expert in this area, which is why I can't give a detailed opinion about it either. But I can say so much: All my games I play regularly run on the highest graphics settings (mostly 2014), and also the latest games run at least on medium graphics. I'm not overheated with the cooler only once. Clear shopping recommendation!",positive
you have met my expectations. I'm software developer and use a lot of things at the same time in the PC and you've never had a problem. ball show.,neutral
For newsh build works fine bit price for an old CPU but I was in a bond,positive
"well proc who changes me from everything I could have so far. Of course it may not be the most powerful but for the time being it fits me. Really no problem for setting up is super simple, the ventridad is actually provided for the moment its ceiling will be seen in the future if a change is imposed.",positive
"Cheapish and run amazingly, the stock cooler is good for gambling.",positive
"The performance is very good, as well as it doesn't seem to have temperature problems and enough with the student to be included. In addition to integrated Intel 630 graphics, with which you can run several games without needing a graphics card, but of course you can't expect a high resolution. A great purchase looks like me.",positive
Good one!,positive
"I found this excellent processor especially within the most used me, the gaming. It can easily interact well with video cards such as 1060, 1050Ti and also rx 480 and 580. The temperatures with the dissipator and the thermal pasta provided with it are very good, even after a prolonged use under stress never exceed the 46-47 degrees and with a aftermarket dissipator can also do better (when the same value exceeds 15-20€, under this threshold it is not worth replacing the Stock Dissipator). Don't worry about the use of Ryzen 5 also because for a use of Ryzen's hyper-trading 5 is a little useful tool for the use of Ryzen 5 products, which is not forgotten and is not forgotten for the use of this new product.",positive
"Excellent for an intermediate, combined with a good video card, rotate any launch game.",positive
"Just to say about this piece that has not been said already, it starts to be a little ancient but it stands for better than well, very decent speeds and not very high temperatures, is below i3 of the 8th generation.",positive
"Great shopping, although they are recommended to buy the 8th generation is better, but this is also very good, especially if Mother's card is not compatible with the 8th generation, I would recommend this processor, without problems all the work and games I have on my PC. Good shopping.",positive
Very good processor... installed into Gaming rig and had no log etc with any game. Good price.,positive
Good,positive
"I installed it on an Assus Maximus Ranger VIII (after a small bios update), it works and is supplied with a fairly basic fan. However, an I3 8100 is stronger and is less expensive, it still needs to have a compatible mother card.",negative
I've gathered a PC to meet the needs of this cpu very fast.,positive
I have a customer who needed a new PC for his son to play video games. He was on a budget so we decided to go with this i5-7400. Because it turned out to be a good choice and with the Sapphire PulseAudio GPU (graphics card) his son is getting 76 FPS with Shadow of the Tomb Raider. He's happy!,positive
"For my needs-ship and discharge so much - it's the maximum! arrived today with advance together at the NH-C14S Night already mounted, I'm going to review :-)and it's going to be a bomb. The only detail I've missed are the RAMs; 12GB DDR3 1333,5V, while the i5 in question supports those from 1,35V. But at the moment it's not from the signs of delivery... and yet it's a detail that doesn't really damage the processor purchased. Thanks always to the reviews, I was able to make this beautiful order...Thank you!",positive
"We needed one of these for a Win 7 machine that is running custom ease software. This is the last of the processor made in the i5 line that will work with Win7 and currently made motherboards, so we had to buy it. Intel knows this and there they load through the Kazoo for it.",positive
Suddenly a super offer for this processor appeared and it's just what I needed to start buying my parts and saving my PC gamer. Thank you very much for seeing this offer choose to store my PC and I am very happy with the result. The product comes in time and in perfect condition.,positive
"Welcome, I will give you an honest opinion to help you in your choice.This processor is mounted on a map MSI B250 GAMMING M3 Intel ATX Socket LGA 1151 it does very well, compared to another processor that I had paid him allows him to turn big games (e.g. the switch 3 (configuration parameter in the video ) and also allows him to make big task without planting his PC I recommend this because processor.",positive
Until the date you're going to be perfect.,positive
"After watching and reading some reviews/benchmark online I expected more. great though for games like CS GO, LoL etc where it doesn't use much power. Very good for a quiet use of PC",positive
"Just what it expected, good operation, good noise, right heat. Nothing bad to say, use it for Gaming, and though some don't need it anymore, 7700k. It doesn't matter 40% of the use of Gaming (now Overwatch, Watch Dogs 2, Far Cry Primal, Witcher 3. COD WWII.. Whatever, any game) accompanied by a 1070. and 16gb of copper...",positive
"Quick delivery, it's all perfect!",positive
"Very sceptical about buying used parts but I was on a budget and I am so glad I did and saved the extra money, works perfectly fine and even came with thermal paste :) can't fail, highly recommended",positive
"Right now this cpu is $250, and it only has 4 colours. You can look up the latest I5 cpus and they have more colors for the same price. In waiting on a cable, to be able to fit in my GTX 1050 TI, so I have tested gambling yet it seems like a fixed processor still. Its great but I think you should invest into the latest generation cpus to get the most of it.",positive
It's a great i5 processor that is easy on the wall but offers the best bank for the bug in my opinion and is a must if you are using a graphics card in the GTX 1070 and above range.,positive
"==>This is my opinion on the i5-7400 <= ===To start looking for a low-quality processor for gambling, deciding to take an i5 out of the seventh generation I am not up, perfect with the configuration I have! My PC is making turns low and wide minicraft only with an i5-7400, 8G0 RAM DDR4 and a MSI H270 Gaming M3 card without a game map to add. ▪ I strongly recommend its processor.",positive
"Good and fast processor, notice the increase in speed, 4 kernels help to reduce time of process and energy consumption, come with included fan, good purchase ratio price",positive
In all cases it's faster than my age I 5 my computer is already 8 years old. And with the new components this I 5 processor works fast. It's absolutely enough for the Gaming PC.,positive
"Buy this as part of my first PC build. Could not recommend it highly enough. Easy installed it into my Mobo (ASUS Prime B250 Plus), and the fan that came with it had thermal paste pre-applyed (though I bought a difference from to use with the CPU). This is the K version, so you can do much in the way of over-clocking, however I don't intend on doing that was perfect for me.",positive
It happened in time and under good conditions.,positive
"Great processor, excellent performances and finally low temperatures also with the stock dispenser. Already, because with normal use (non-gaming) never exceeds 42° and think that with the age generation I was 45 in idle! In not exceeding 55° obviously depends on game by game. In my case I can only talk about Doom (the latest output) and devil 3. The advice is perfect and, if you buy an i7, unless you really need to use seriously heavy programs, I think it is useless and a lot of money.",positive
Get super fast! I'll try to check the quality of the product.,positive
"I like the capacity and speed with which Intel is undoubtedly a quality guarantee and this product has fulfilled its purpose, in addition to the delivery in terms of dates, because it has arrived quickly. I recommend it to those who want to update their equipment, although of course, what this product does will depend on the other components, this processor for its characteristics and its price, no doubt it is an excellent investment.",positive
Three Good Products,positive
Nice cpu. works well in my most recent building. I was looking for a middle of the road cpu for business apps.,positive
According to the specifications.,neutral
Very quick delivery. Faster processor for my application purposes including cold bodies which are very cheap. Good price/performance ratio.,positive
attention has 4 heart not 5. core = heart three good procurators for data are well treated quickly will have to look at the map but if it accepts this new generation of core I5 processor it will have to buy from the thermal patent that makes it possible to close the stop the attention of the firm prior to putting the advantages this perfect walk not superlockable capillake,positive
"fast delivery, the product is working fine.",positive
"Absolutely nothing bad to say about the i5-12500! It bridges the gap between features and performance of Intel's higher than CPU's, which run hot and are legally expensive, and budget entries that are likely to become out-of-date in just a few years. Very happy with the overall performance of this unit, especially alongside and Nvidia 3080ti GPU for gambling, streaming, encoding, and video editing! Runs cool and fast with good benchmarks. Definitely an ideal choice for a budget-conscious, high-end DDR4 gaming system while waiting for DDR5 to hit better price-to-performance ratios. Highly recommended!",positive
Recommended 100%,neutral
"Seeing how video cards that are 3xxx series are selling for triple list price, I don't want to spend $1K on a video card when I have a GTX 1660, now that I have the i5-12500 my frame rates have gone up significantly in Valerant and other games I play. I went from 65 frames to 300 frames. I am very happy with the 12th gene I5.",positive
"I run this in a ripping/BOINC 130+% CPU environment. It is automatically running continuously overclocked at 4+GHz on my Asus MB and my Mugen 5 revC cooler is ready to take care of what heat it is producing, keeping it well under 60DegC. There is still CPU headroom for my non-constant desktop needs, with instant response.",positive
Intel 12500. Nice cool running processor.,positive
Very good for HTTPC. With two media engines for AV1 hardware decode.,positive
"I Purchased this product from ""Computer Upgrade King"", and it was described as being the retreading model of the processor with the stock heat zinc. Instead it came with a crackpy superseded ""gaming"" heating and grabbed in cardboard rather than anti-static packaging. I've had to return it, as this oversized heating and of will not fit in my NAS. Do not buy anything from ""Computer Upgrade King"".",negative
This processor is good for video editing and gambling?? Suggest me a good motherboard for this processor!! Thank you,positive
100 hours better than rose 7 all variants go for it just awesome benchmark.less heating and give more power fantastic.,positive
I just exchanged it against an intelligent core i3 11 generation. I have to say that this small investment is worth it. It's much faster.,positive
"Good performance, quiet, perfect for multistars and moderately demanding games",positive
Good choice for a polyvalent machine,positive
"This cpu is great band for your bug! I brought this for my first PC building, couldn't be happier! At $200, this offers lots of performance for that amount of money! Currently it's paid with the gt 1030 aero, but that gpu is too weak to be paid with this i5. I'm planning on getting the rtx 3060 te so this i5 is always being used to max performance. So, make sure you don't use the standard Intel cooler it comes with the box. I recommended the Vetro V5 cpu cooler instead. it's cheap, and is Argb.",positive
"It came quickly, it's exactly i5 11400F (it's not misleading propaganda), the box came with a bunch of leves but it was something good. The product came in excellent conditions and works perfectly!",positive
It works well and doesn't worry......................................................................................................................,neutral
"Very good CPU, certainly the best Rocket Lake on 11400F, a dedicated advice for reducing stock and increasing prices Excellent in video games, low-heating in 65w with good ventilation",positive
"I bought it to replace my old CPU that was broken, his work does it, both for gambling and for daily browsing. Of course for gambling you didn't expect us to play with recent titles, however GTA5 or even in favor of high performances. The temperature doesn't even get too high with the dissipator already in the box. Already a few months ago, I didn't find any sin (for what I do)",negative
"Zero issues with this, extremely good performance for the relatively cheap price. Surprisingly easy to cool this thing and it's got quit a low TDP considering what it provides, I totally think you could run this in a normal everyday computer with the stock cooler but I got an aftermarket cooler (and not even an outside one)!",positive
"I didn't have a game, so I had a superspec. I put it on asrock's mask, but I didn't get it out of the initialuefi and I was born. Because of the change in the mazza bouefi's csm settings. Now I'm moving fast.",negative
Make my son's PC fast.,positive
The parent card indicates an invalid CPU.,neutral
"the Intel i5-11400F CPU is an excellent choice to get high performance at an advantage price. With its eight cores and 12 threads, it offers a significant increase in performance compared to the previous generations. It is efficient from an energy point of view and equipped with an integrated cooling system that keeps temperatures under control even during the most intense activities. The installation is simple and Intel support is of great help. In total, it is an excellent solution for anyone looking for a perfect processor without spending a fortune. It is recommended to collect a new PC and to perform a significant upgrade from a previous CPU. Satisfied!",positive
"Processor for middle-level users, although having a Clock 2.6Ghz base lower than other processors, he from the very good account of daily tasks (not a content creator) used for work but in tests he did not lose any performance, it seems to be a colder processor than my using a third-generation i5 warrior, but the cooling that he used and with a 240mm Water Cooler, was maintained at the 62rd grade 63rd grade with it being very demanding, did not use it with Air Cooler, and in games he is very good since he wants to play Full HD with a Video Placa dedicated with Final F video because this version does not have integrated video.",positive
Good price Performance ratio,positive
"Solid CPU, I am not going to share into the states and numbers but before 12th gene came out, 11400f was the best bang-for-buck from Intel and so far its performance as expected. I use it light video editing and no issues have been observed. My suggestion is if you are building an intermediate PC then this cpu is highly recommended.",positive
"Purchased processor for upgrade to PC with budget content. After several research and against my choice, this processor has fallen on this processor. I must admit that it is a pretty powerful processor for those who do not expect the month. Within the package we also find the smart stock dispenser, but I prefer to take another air dispersion, with this combination the temperatures are always low, even in case of stress. I use this processor to play at Fifa 23 which has since this year the new graphics engine, which is also connected to a new video card.",positive
"You have already used i5-10400 in the subtype. CPU has been functionally satisfied, but the memory disk has been made up of S-ATA connections, and it has been able to read the file. However, it is a keyboard that you use to replace the Gen 4.0x4 PCI connection with the SSD, because it is not in the Intel10 generation but in the 3.0 generation that the CPU is in the 11th generation.",positive
provide a lot of power for playing or normal tasks in general on a budget,positive
Just great CPU all around. Nothing much to say. There are better now 12th Gen and so on anyway if you opt for this one even in 2022 or its equivalent i7 you will not make a mistake. Paired with Noctu NH-D15 since I am not a fan of water cooling for the reason of being extremely slow it works great. The temperature rarely goes over 55C under heavy load at least for me which just says that Noctu NH-D15 is part of art. Obviously heavy load is based on user base but I believe NH-D15 would do great job under these circumstances. Anyway back to him CPU amazing bang for your bug!,positive
Super Value,positive
"Used on a HPPC/Games PC it's top. It's free and quiet performance (with an MSI Core Liquid 280R, the Intel ventirad is a turbine on an i3, an i5 or an i7, don't even think about it...)",positive
It has an excellent speed in data processing.,positive
"Great product, I bought it to collect my medium phase PC. Thanks to its features it is perfect for gaming. You can also use it to work not only with the classic office work (browser and office) but also for small programs of editing photos and videos. Recommended product!",positive
I have used an i5 fill of times and if you a gambling it's a perfect cpu and works spot on. Def will use the i5 in my later buildings as well,positive
What I should say he does what he should do best and no problems are satisfied or my son because for him I have kept the Intel Core i5-11400F 11.,positive
"Processor with a good performance/price report. On the contrary, 1 star less (but try to remove it 2) for the original fan. The fan and just enough to tie your processor in 2 days: Ill temperature => 48 °C, 45% use => 100 °C!!! And without talking about the resistance he generates. I think that no other fan will do better. It is also a shame. The least I found was the ETS-N31-02 (17€!) which reduced the temperature to: idle => 32 °C and 45% use 55 °C... [room temperature at 25 °C]",positive
"So if you're going to be able to use it, you're going to be able to buy it from Ryzen5, 3600, but you're going to be able to use it as well, but instead you're using the PC case's temperature is 11400 F times the same as r5300F.",positive
"Intel 11th generation processor, 6 core. The dissipator with which it is sold is quite quiet and does its work. For those who use the PC for work (so no play and no editing h24) there is no need to change the dissipator. With WIN11 and 16Gb Ram it is very fast, zero lateness on all programs with all open applications you want. For those who do not need ""extrame"" the advice, it doesn't make sense to run to useless power. Moreover, it loses only 64W, a good save on current compared to the larger brothers who are over 100W.",positive
"great product, meet expectations, came quickly and everything is true. Only against is the cooler box barulent.",positive
"Ideal for a gaming use, combined with an RTX 3080 for 4K game. Very low heat consumption in 40 to 50° max in game with a ventirad that is performance but not enormous no more.",negative
